# ----------------------------------------
# data.gov.uk
# Directory page views-Free-form 1
# 20250802-20260802
# ----------------------------------------

Page title,Page location,Views
digital chart of the world (dcw) data for the united kingdom (uk) - data.gov.uk,https://www.data.gov.uk/dataset/50656ca2-c0bf-4b6c-8cd3-2fb9046ebd22/digital-chart-of-the-world-dcw-data-for-the-united-kingdom-uk,1
"digital data from an historic building recording survey at flamborough head lighthouse, june 2022 - national data library",https://www.data.gov.uk/dataset/5df26edf-28ce-453e-9406-7f264b0baa21/digital-data-from-an-historic-building-recording-survey-at-flamborough-head-lighthouse-jun-2022,1
"digital data from multiple watching briefs on the boston barriers tidal scheme, boston, lincolnshire, [date] - national data library",https://www.data.gov.uk/dataset/a9f91c86-6ca2-4146-96a7-c13a4bc74a81/digital-data-from-multiple-watching-briefs-on-the-boston-barriers-tidal-scheme-boston-[date],1
digital economy act register - national data library,https://www.data.gov.uk/dataset/47f339d1-f52b-426d-b8b5-ff5fb651ae40/digital-economy-act-register,1
"digital elevation model (dem) data for the conwy estuary, wales - data.gov.uk",https://www.data.gov.uk/dataset/abeacd3e-b74c-4ce0-a83a-42f4b1ce418f/digital-elevation-model-dem-data-for-the-conwy-estuary-wales,1
digital geological map data of great britain - 25k (digmapgb-25) artificial version 2 - data.gov.uk,https://www.data.gov.uk/dataset/b8acb793-2357-4bf8-827b-01aa99e90bef/digital-geological-map-data-of-great-britain-25k-digmapgb-25-artificial-version-2,1
digital geological map data of great britain - 25k (digmapgb-25) artificial version 2 - national data library,https://www.data.gov.uk/dataset/b8acb793-2357-4bf8-827b-01aa99e90bef/digital-geological-map-data-of-great-britain-25k-digmapgb-25-artificial-version-2,1
digital geological map data of great britain - 25k (digmapgb-25) bedrock version 2 - data.gov.uk,https://www.data.gov.uk/dataset/d4[date]58-4187-89e0-b291df5b5314/digital-geological-map-data-of-great-britain-25k-digmapgb-25-bedrock-version-2,1
digital geological map data of great britain - 25k (digmapgb-25) superficial version 2 - data.gov.uk,https://www.data.gov.uk/dataset/a69278c5-1c5b-4ef1-af32-f48019d03509/digital-geological-map-data-of-great-britain-25k-digmapgb-25-superficial-version-2,1
digital geological map data of great britain - 50k (digmapgb-50) superficial version 7 - national data library,https://www.data.gov.uk/dataset/a6d34cf1-016c-4ae1-9226-def2a1f78ed0/digital-geological-map-data-of-great-britain-50k-digmapgb-50-superficial-version-7,1
digital geological map data of great britain - 50k (digmapgb-50) version 7 - national data library,https://www.data.gov.uk/dataset/d45323ef-99cb-4a49-[date]48045ccd/digital-geological-map-data-of-great-britain-50k-digmapgb-50-version-7,1
digital geological map data of great britain - 625k (digmapgb-625) 2008 - national data library,https://www.data.gov.uk/dataset/30f77a21-3f7e-4827-a1d0-215317acf87c/digital-geological-map-data-of-great-britain-625k-digmapgb-625-2008,1
digital geological map data of northern ireland - 250k (digmapni-250) version 1 - data.gov.uk,https://www.data.gov.uk/dataset/0f9e657e-6df7-449e-a511-0a7fb13d29eb/digital-geological-map-data-of-northern-ireland-250k-digmapni-250-version-1?utm_source=chatgpt.com,1
digital images of petrology rock thin sections - data.gov.uk,https://www.data.gov.uk/dataset/9f38e2dd-bde2-44f5-8352-5a624d6e0778/digital-images-of-petrology-rock-thin-sections?utm_source=chatgpt.com,1
digital images of petrology rock thin sections - national data library,https://www.data.gov.uk/dataset/9f38e2dd-bde2-44f5-8352-5a624d6e0778/digital-images-of-petrology-rock-thin-sections,1
digital inclusion - national data library,https://www.data.gov.uk/dataset/0e04af70-4eb7-4bf3-a393-07baff956cde/digital-inclusion,1
digital inclusion dashboard - data.gov.uk,https://www.data.gov.uk/dataset/0e04af70-4eb7-4bf3-a393-07baff956cde/digital-inclusion/datafile/e52b3eb8-7cb9-4153-82ae-d140b4c35cef/preview?utm_source=chatgpt.com,1
digital record store for images (drci) - national data library,https://www.data.gov.uk/dataset/7e7cc307-562a-486a-a007-013454a60bbb/digital-record-store-for-images-drci,1
digital terrain model - data.gov.uk,https://www.data.gov.uk/dataset/10da39eb-d3e5-4e11-a3d9-cd49bb37c37f/digital-terrain-model5-1,1
digital terrain model - data.gov.uk,https://www.data.gov.uk/dataset/10da39eb-d3e5-4e11-a3d9-cd49bb37c37f/digital-terrain-model5-1?utm_source=chatgpt.com,1
digital terrain model - data.gov.uk,https://www.data.gov.uk/dataset/b6e76cf4-99d5-4cbc-b464-3b98312e2e19/digital-terrain-model21?utm_source=chatgpt.com,1
digital terrain model - national data library,https://www.data.gov.uk/dataset/67b5[date]-4fcf-abd7-8fd6d7a5e0cc/digital-terrain-model3,1
digitised fish spawning distribution adapted from the olsen 1883 piscatorial atlas - national data library,https://www.data.gov.uk/dataset/745751a3-b7f6-436e-b78f-27a84e87a532/digitised-fish-spawning-distribution-adapted-from-the-olsen-1883-piscatorial-atlas1,1
"dimensionless hyetographs and statistics of annual-maximum rainfall events in great britain, from historical rain gauge records - data.gov.uk",https://www.data.gov.uk/dataset/5d3251d5-33fd-42de-9138-fbb1e8af43b6/dimensionless-hyetographs-and-statistics-of-annual-maximum-rainfall-events-in-great-britain-fro,1
dinosaur cranial ct scans and reconstructions (nerc grant ne/r000077/1) - data.gov.uk,https://www.data.gov.uk/dataset/7398701e-ef17-4e16-bcad-b32a5ce50804/dinosaur-cranial-ct-scans-and-reconstructions-nerc-grant-ne-r000077-1,1
dio operations accommodation customer satisfaction key performance indicators - data.gov.uk,https://www.data.gov.uk/dataset/3eaabb5a-0b24-4d2f-a0ac-e5b5621ae1bc/dio-operations-accommodation-customer-satisfaction-key-performance-indicators,1
direct shear strength testing data on sedimentary gouge samples under high confining pressure - data.gov.uk,https://www.data.gov.uk/dataset/393b3f8b-ba6b-4230-ae1e-795b3802aa73/direct-shear-strength-testing-data-on-sedimentary-gouge-samples-under-high-confining-pressure,1
direct-shear experimental data on sedimentary gouge samples under high confining pressure and sliding velocity steps - data.gov.uk,https://www.data.gov.uk/dataset/183dfdd7-7c35-4fb5-90b5-a1ee7ff36528/direct-shear-experimental-data-on-sedimentary-gouge-samples-under-high-confining-pressure-and-s?utm_source=chatgpt.com,1
directional waverider buoy data - data.gov.uk,https://www.data.gov.uk/dataset/9efa0d94-5bd7-45ec-95d4-[date]c627/directional-waverider-buoy-data,1
directional waverider buoy data - data.gov.uk,https://www.data.gov.uk/dataset/9efa0d94-5bd7-45ec-95d4-[date]c627/directional-waverider-buoy-data?utm_source=chatgpt.com,1
directors and board members' expenses - food standards agency - national data library,https://www.data.gov.uk/dataset/fd[date]d9-47de-b6b5-65a840937f33/directors-and-board-members-expenses-food-standards-agency,1
directory of business - data.gov.uk,https://www.data.gov.uk/dataset/7badc2a9-0659-4a09-8f7f-8532ec61672c/directory-of-business,1
directory of london businesses - data.gov.uk,https://www.data.gov.uk/dataset/cabceb1c-b3a6-44c7-a33c-5d1eee09a0c1/directory-of-london-businesses,1
directory of london businesses - national data library,https://www.data.gov.uk/dataset/bf2d8d1b-2aaa-4b6e-a10e-4fae572a1230/directory-of-london-businesses1,1
disability living allowance (dla) - national data library,https://www.data.gov.uk/dataset/b642fcf2-ae94-4b61-8abb-4f9f895aeebe/disability_living_allowance_dla,1
disability living allowance - data.gov.uk,https://www.data.gov.uk/dataset/7d003391-f336-45e0-9318-cdd1e6579b34/disability-living-allowance,1
disability pay gaps in london - data.gov.uk,https://www.data.gov.uk/dataset/c4a9ff51-d5f2-468b-b0c7-fa8a7f6c4366/disability-pay-gaps-in-london1,1
disabled facilities grants - data.gov.uk,https://www.data.gov.uk/dataset/b591b33b-a852-4778-af15-1b24075ab157/disabled-facilities-grants3,1
disabled facilities grants - data.gov.uk,https://www.data.gov.uk/dataset/db95966c-68f2-4221-9e67-89376c819b3e/diabled-facilities-grants,1
discharges to rivers from abandoned metal mines - data.gov.uk,https://www.data.gov.uk/dataset/fbbf102e-c748-4b1f-a026-65fc2de8b26d/discharges-to-rivers-from-abandoned-metal-mines1?utm_source=chatgpt.com,1
discharges to rivers from abandoned metal mines - national data library,https://www.data.gov.uk/dataset/fbbf102e-c748-4b1f-a026-65fc2de8b26d/discharges-to-rivers-from-abandoned-metal-mines1,1
disease prevalence - data.gov.uk,https://www.data.gov.uk/dataset/baa48aa1-63d1-45d7-a44b-608c71c8f46d/disease-prevalence?utm_source=chatgpt.com,1
dispensing by contractor - national data library,https://www.data.gov.uk/dataset/f6f9[date]-4d99-8813-60e9f38c41ce/dispensing-by-contractor,1
display energy certificate data - data.gov.uk,https://www.data.gov.uk/dataset/e7868e93-3cc5-4eb5-80ff-[date]4219/display-energy-certificate-data?utm_source=chatgpt.com,1
"dissolved oxygen, temperature and salinity measurements in coastal and estuarine waters in the uk from 1990 to 2018 - data.gov.uk",https://www.data.gov.uk/dataset/0f03b044-41d0-42b9-b92f-24d88f268f7d/dissolved-oxygen-temperature-and-salinity-measurements-in-coastal-and-estuarine-waters-in-2018?utm_source=chatgpt.com,1
district election results - data.gov.uk,https://www.data.gov.uk/dataset/f56a42bf-a781-4bd3-aca0-986e04cc5d30/district-election-results-wdc,1
district wildlife sites - data.gov.uk,https://www.data.gov.uk/dataset/ab4797cc-c602-4f95-b379-ab645891e84d/district-wildlife-sites,1
dit spend control data 2019/20 - national data library,https://www.data.gov.uk/dataset/ea[date]86-4dc5-8db3-fdb27aff9b44/dit-spend-control-data-2019-20,1
division 15 - data.gov.uk,https://www.data.gov.uk/dataset/04576a24-95b3-4ab8-97f7-76fbdf67ecc9/division_15,1
division 26 - data.gov.uk,https://www.data.gov.uk/dataset/2104d12b-bd64-4b68-bf63-c0a5a9289580/division_26,1
dna bank database - data.gov.uk,https://www.data.gov.uk/dataset/36aa627e-16cd-4734-909d-e00d0e62adab/dna-bank-database,1
dnpa conservation areas - data.gov.uk,https://www.data.gov.uk/dataset/7d5490e2-d6e1-4656-bdd3-5be48186d2e5/dnpa-conservation-areas,1
dnpa conservation areas - national data library,https://www.data.gov.uk/dataset/7d5490e2-d6e1-4656-bdd3-5be48186d2e5/dnpa-conservation-areas,1
dnpa section 3 moorland - national data library,https://www.data.gov.uk/dataset/a2bf2a6f-4532-4e08-abb1-6ee83eb9a8f6/dnpa-section-3-moorland-old,1
dnpa woodland of conservation importance - data.gov.uk,https://www.data.gov.uk/dataset/a105eb88-60af-4afb-814e-ead0f80f8f88/dnpa-woodland-of-conservation-importance-old,1
docks - data.gov.uk,https://www.data.gov.uk/dataset/406d5c27-cc34-42c2-b5d4-a2281af9613e/docks,1
doctor surgeries - data.gov.uk,https://www.data.gov.uk/dataset/02f55e05-08ed-4b53-a687-ba52623fe0a8/doctor-surgeries,1
doctor surgeries - national data library,https://www.data.gov.uk/dataset/02f55e05-08ed-4b53-a687-ba52623fe0a8/doctor-surgeries,1
"document management system (""matrix"") - data.gov.uk",https://www.data.gov.uk/dataset/1d86f62e-1e0f-41ce-b98e-ceadd18e1094/document-management-system-matrix,1
document management team corporate property report - data.gov.uk,https://www.data.gov.uk/dataset/a35a16ed-1ae7-4cdf-92e0-2539e4b9299f/document-management-team-corporate-property-report1,1
document preservation and treatment - data.gov.uk,https://www.data.gov.uk/dataset/aaff2e02-1561-40ae-8660-fb6f98aa6f10/document-preservation-and-treatment,1
doeni planning applications (metadata) - data.gov.uk,https://www.integration.data.gov.uk/dataset/79a884ee-42bf-4880-a42f-a72f686ccaf1/doeni-planning-applications-metadata,1
dog control orders - national data library,https://www.data.gov.uk/dataset/75908c05-7fb8-40be-9c48-a9363a3f8da2/dog-control-orders-nsc,1
dog population per postcode district (lower 95th percentile) - national data library,https://www.data.gov.uk/dataset/1f9a8a3c-f92a-4b27-99e1-f426536a500a/dog-population-per-postcode-district-lower-95th-percentile,1
dog population per postcode district - data.gov.uk,https://www.data.gov.uk/dataset/ec8fc820-2e36-49d0-a09c-e2901e10b2e4/dog-population-per-postcode-district?utm_source=chatgpt.com,1
dogs per household per postcode district- upper 95th percentile - data.gov.uk,https://www.data.gov.uk/dataset/55bd1a60-072d-4e7f-880a-5c[date]22/dogs-per-household-per-postcode-district-upper-95th-percentile,1
domains of deprivation - health deprivation and disability - data.gov.uk,https://www.data.gov.uk/dataset/9eeba10e-11ce-42f1-ad97-ab3cef17e46a/kpi-dod04,1
domains of deprivation - health deprivation and disability - national data library,https://www.data.gov.uk/dataset/9eeba10e-11ce-42f1-ad97-ab3cef17e46a/kpi-dod04,1
domestic abuse data - data.gov.uk,https://www.data.gov.uk/dataset/f2dcee4f-4680-4b49-b086-4839250dea2d/domestic-abuse-data,1
domestic abuse in england and wales - data.gov.uk,https://www.data.gov.uk/dataset/bd2af18b-8f8c-41b8-929c-cd6b38a54b51/domestic-abuse-in-england-and-wales,1
domestic abuse in england and wales - national data library,https://www.data.gov.uk/dataset/bd2af18b-8f8c-41b8-929c-cd6b38a54b51/domestic-abuse-in-england-and-wales,1
domestic abuse incidents and crimes recorded by the police in northern ireland - data.gov.uk,https://www.data.gov.uk/dataset/2825f3c2-319f-4148-afad-6131558beaa9/domestic-abuse-incidents-and-crimes-recorded-by-the-police-in-northern-ireland,1
domestic abuse recorded by the police in scotland - data.gov.uk,https://www.data.gov.uk/dataset/895c2306-d9f8-4670-a8d0-35296f3c332f/domestic_abuse_recorded_by_the_police_in_scotland,1
domestic energy consumption - national data library,https://www.data.gov.uk/dataset/7086d0ef-c224-4753-9e6a-d8aeeaa97cf6/plymouth-domestic-energy-consumption-2011,1
domestic energy factfile - energy efficiency of the british housing stock - data.gov.uk,https://www.data.gov.uk/dataset/9c9b5bcf-f177-46c4-bc0e-b1633b4adab0/domestic-energy-factfile-energy-efficiency-of-the-british-housing-stock1,1
domestic energy performance certificates lodged on register - by energy efficiency rating - data.gov.uk,https://www.data.gov.uk/dataset/4ed1c927-d6d8-46da-808e-cf61635a22cd/domestic-energy-performance-certificates-lodged-on-register-by-energy-efficiency-rating3,1
domestic energy performance certificates lodged on register - by energy efficiency rating - data.gov.uk,https://www.data.gov.uk/dataset/8c9001e6-2fc1-4b42-a596-ce987126c652/domestic-energy-performance-certificates-lodged-on-register-by-energy-efficiency-rating,1
domestic migration - national data library,https://www.data.gov.uk/dataset/a978bdc1-e9c6-41ef-afdc-[date]4c91/domestic-migration1,1
domiciliary care providers northern ireland - data.gov.uk,https://www.data.gov.uk/dataset/897deff3-efda-[date]-a9a1b52e66f4/domiciliary_care_providers_northern_ireland?utm_source=chatgpt.com,1
données sur la sécurité routière - data.gov.uk,https://www.data.gov.uk/dataset/cb7ae6f0-4be6-[date]-47e5ce24a11f/road-accidents-safety-data,1
dorset industrial estates - data.gov.uk,https://www.data.gov.uk/dataset/a0[date]28-48d3-b1ec-f1c51282e7c5/dorset-industrial-estates,1
dorset industrial estates - national data library,https://www.data.gov.uk/dataset/a0[date]28-48d3-b1ec-f1c51282e7c5/dorset-industrial-estates,1
doxford masterplan - national data library,https://www.data.gov.uk/dataset/2c669b97-f01e-4057-b362-9c253063bca2/doxford-masterplan,1
draft belfast bicycle network 2017 - data.gov.uk,https://www.data.gov.uk/dataset/10c307ab-f4a9-4f24-8a1b-42fb[date]/belfast-bicycle-network,1
draft programme for government framework 2016-21 - national data library,https://www.data.gov.uk/dataset/0287d602-891a-4f40-97a6-f48a9d19d9f2/draft-programme-for-government-framework-2016-21,1
drainage summary - data.gov.uk,https://www.data.gov.uk/dataset/ad5b047f-[date]-9317-05f[date]1/drainage-summary1,1
drinking water inspectorate (dwi) sequel database system - data.gov.uk,https://www.data.gov.uk/dataset/1e8eaeab-96d9-46d7-8525-d2a0079bcfe7/drinking-water-inspectorate-dwi-sequel-database-system,1
drinking water inspectorate (dwi) sequel database system - national data library,https://www.data.gov.uk/dataset/1e8eaeab-96d9-46d7-8525-d2a0079bcfe7/drinking-water-inspectorate-dwi-sequel-database-system,1
"drinking water quality, united kingdom: 1995 to 2010 - national data library",https://www.data.gov.uk/dataset/3b315af7-845d-4ddb-b4ea-57ca9fcb8665/drinking-water-quality-[date],1
drinking: adult's behaviour and knowledge - data.gov.uk,https://www.data.gov.uk/dataset/84cc88a9-8e34-4a7e-89e3-faa81da4fd40/drinking-adults_behaviour_and_knowledge?utm_source=chatgpt.com,1
driver testing outcomes for cars (by test centre) - data.gov.uk,https://www.data.gov.uk/dataset/a79585f4-cf93-4552-bc1f-4a1c1a4a40d9/driver-testing-outcomes-by-test-centre,1
drone rgb imagery (nerc grant ne/p000010/1) - national data library,https://www.data.gov.uk/dataset/0d519d21-14c4-4886-982d-77e46e337132/drone-rgb-imagery-nerc-grant-ne-p000010-1,1
drr (duly reasoned requests) - data.gov.uk,https://www.data.gov.uk/dataset/e6fbbab3-e822-415b-a9ca-d7821bc2000f/drr-duly-reasoned-requests,1
drug licensing database - import/export - data.gov.uk,https://www.data.gov.uk/dataset/32b4443a-d5cf-4b82-9f3c-8dcb889b98f2/drug-licensing-database--import-export,1
drug misuse declared: findings from the british crime survey - data.gov.uk,https://www.data.gov.uk/dataset/30ab7cce-9b72-4dc9-a028-a82ddc53c876/drug-misuse-findings-from-british-crime-survey-2009-10,1
drug misusing offenders - national data library,https://www.data.gov.uk/dataset/fbe5f6b6-a1bb-4b3b-a02b-f5217efaeb54/drug_misusing_offenders,1
drug related deaths and deaths due to drugs misuse registered in northern ireland - data.gov.uk,https://www.data.gov.uk/dataset/cca9b72e-8bdd-[date]-bfda1f2fa313/drug_related_deaths_and_deaths_due_to_drugs_misuse_registered_in_northern_ireland,1
drug related deaths and deaths due to drugs misuse registered in northern ireland - national data library,https://www.data.gov.uk/dataset/cca9b72e-8bdd-[date]-bfda1f2fa313/drug_related_deaths_and_deaths_due_to_drugs_misuse_registered_in_northern_ireland,1
drug related hospital statistics - national data library,https://www.data.gov.uk/dataset/a45dd0dc-86fb-42b3-9f0a-91ff8718ba1a/drug_related_hospital_statistics,1
drug seizures made by the border force in the uk - national data library,https://www.data.gov.uk/dataset/905bad4d-6de8-4d0a-ac6e-2401e90376ff/drug-seizures-border-force,1
"drug treatment statistics, england - data.gov.uk",https://www.data.gov.uk/dataset/f3b1b77d-7c48-44ae-8637-eeab2f0121d7/drug_treatment_statistics_england,1
drug use in ireland and northern ireland drug prevalence survey: first results - national data library,https://www.data.gov.uk/dataset/72b14430-158e-4dd5-998c-2d1bc5a70572/drug_use_in_ireland_and_northern_ireland_drug_prevalence_survey-first_results,1
drug use in ireland and northern ireland: drug prevalence survey: polydrug use results - data.gov.uk,https://www.data.gov.uk/dataset/8a80665e-be56-4519-a1e0-2775f431410d/drug_use_in_ireland_and_northern_ireland-drug_prevalence_survey-polydrug_use_results?utm_source=chatgpt.com,1
dsa 2013 desborough - data.gov.uk,https://www.data.gov.uk/dataset/2c2de4c9-52d8-48f4-be07-29d47db5dfce/dsa-2013-desborough,1
dsa 2013 desborough - national data library,https://www.data.gov.uk/dataset/2c2de4c9-52d8-48f4-be07-29d47db5dfce/dsa-2013-desborough,1
dsa 2013 town centre marlow - national data library,https://www.data.gov.uk/dataset/4240be11-c8d3-496b-8433-c560fc34409d/dsa-2013-town-centre-marlow,1
dsfc energy consumption analysis - data.gov.uk,https://www.data.gov.uk/dataset/f295f297-[date]-a707-03e123f3713c/dsfc-energy-consumption-analysis,1
dsg information asset register - data.gov.uk,https://www.data.gov.uk/dataset/b778a6b3-b17e-40b0-9ae8-8031c3e0ef23/dsg-information-asset-register,1
dsit: prompt payment data - data.gov.uk,https://www.data.gov.uk/dataset/e4fe7ab9-3ee2-429a-886e-19d2b714e412/dsit-prompt-payment-data,1
dsit: prompt payment data - national data library,https://www.data.gov.uk/dataset/e4fe7ab9-3ee2-429a-886e-19d2b714e412/dsit-prompt-payment-data,1
"dsit: senior officials business expenses, hospitality and meetings - data.gov.uk",https://www.data.gov.uk/dataset/8c1503d0-3fc3-4427-a0c8-98bcb6ce6281/dsit-senior-officials-business-expenses-hospitality-and-meetings,1
"dsit: senior officials business expenses, hospitality and meetings - national data library",https://www.data.gov.uk/dataset/8c1503d0-3fc3-4427-a0c8-98bcb6ce6281/dsit-senior-officials-business-expenses-hospitality-and-meetings,1
dsit: spend control data - national data library,https://www.data.gov.uk/dataset/b247a03c-7f2f-4167-a6bb-06febfed09f2/dsit-spend-control-data,1
dso indicator 2.10 and 2.11 (supporting people) - data.gov.uk,https://www.data.gov.uk/dataset/d2e19f92-7c94-40a5-9f81-a602ddaffb3e/dso_indicator_210_and_211_supporting_people,1
dundee city council allotments - data.gov.uk,https://www.data.gov.uk/dataset/c123e269-de2f-4d94-898f-9d3f427e96e5/dundee-city-council-allotments,1
dundee city council inspire download service - national data library,https://www.data.gov.uk/dataset/c69b1047-46ee-4208-9a7f-4face48c5c30/dundee-city-council-inspire-download-service,1
dundee city council inspire view service - national data library,https://www.data.gov.uk/dataset/e92cfd1b-76f8-4366-8cf4-5cb930c2cef6/dundee-city-council-inspire-view-service1,1
dune slack likely locations - national data library,https://www.data.gov.uk/dataset/a614f2d4-a41c-40dc-88ae-4d7f3cf94cf5/dune-slack-likely-locations,1
duties placed on authorities by legislation for which departments other than dclg have responsibility - data.gov.uk,https://www.data.gov.uk/dataset/[date]-e40b-463f-9967-56d[date]1/statutory-duties-placed-on-local-government/datafile/84c91bff-bce3-4b40-a23b-97fabbc885f9/preview?utm_source=chatgpt.com,1
"duty owed, but no accommodation secured - data.gov.uk",https://www.data.gov.uk/dataset/01f166bf-9b10-4211-b882-7b4260455d81/duty-owed-but-no-accommodation-secured,1
dvl_article_4 - national data library,https://www.data.gov.uk/dataset/264e6046-7e5a-46fc-bd77-8b523a82b60a/dvl_article_4,1
dwelling stock by council tax band - national data library,https://www.data.gov.uk/dataset/85dffb50-f3be-45b9-905e-dbec5caf3cc9/dwelling_stock_by_council_tax_band,1
"dwelling stock local authority stock, by district, england - data.gov.uk",https://www.data.gov.uk/dataset/de40f38b-e0ff-43a8-861e-b0c667fe8482/dwelling-stock-local-authority-stock-by-district-england,1
dwelling stock: local authority stock - data.gov.uk,https://www.data.gov.uk/dataset/401198ca-6b2d-4110-b07b-42b77989a216/dwelling-stock-local-authority-stock,1
dwelling stock: local authority stock - national data library,https://www.data.gov.uk/dataset/401198ca-6b2d-4110-b07b-42b77989a216/dwelling-stock-local-authority-stock,1
dwelling type and accommodation type and central heating by tenure - data.gov.uk,https://www.data.gov.uk/dataset/4c7f[date]-4db6-9a23-341a03739dbd/dwelling_type_and_accommodation_type_and_central_heating_by_tenure,1
dwelling type and accommodation type by tenure (people) - data.gov.uk,https://www.data.gov.uk/dataset/8d5bd2f4-8fea-49c3-ad7d-722cc889bf85/dwelling_type_and_accommodation_type_by_tenure_people,1
"dwelling type, accommodation type and central heating by tenure in cambridgeshire 2011 - data.gov.uk",https://www.data.gov.uk/dataset/50ff23d5-28c0-45cf-86a1-da1e7e6f6d40/dwelling-type-accommodation-type-and-central-heating-by-tenure-in-cambridgeshire-20111,1
"dwellings by council tax band, output areas - data.gov.uk",https://www.data.gov.uk/dataset/a9288ff0-2bee-44bc-b287-848aee2d13f8/dwellings-by-council-tax-band-output-areas,1
"dwellings by property build period and type, lsoa and msoa - national data library",https://www.data.gov.uk/dataset/d0f15d38-5154-4ef6-9e04-cf817fa122dc/dwellings-by-property-build-period-and-type-lsoa-and-msoa1,1
dwellings let through mutual exchanges - national data library,https://www.data.gov.uk/dataset/c530568d-b3c4-418c-9854-ebe2e81586bf/dwellings-let-through-mutual-exchanges,1
dwp equality information - data.gov.uk,https://www.data.gov.uk/dataset/d7a3b3d3-3099-48d4-98cb-fe[date]98/dwp_equality_information,1
"dwp organogram, 31-march-2017 - national data library",https://www.data.gov.uk/dataset/06557b86-8552-4c8c-95ad-7541a807659d/dwp-organogram-31-march-2017,1
dwp public sector equality duty report - data.gov.uk,https://www.data.gov.uk/dataset/59319da6-452e-48f1-8898-a9b6584d2c87/dwp_equality_duty_report,1
dwpa abstraction point hydrological catchments - data.gov.uk,https://www.data.gov.uk/dataset/29b0[date]-4cc0-83a8-d6e9c6c36735/dwpa-abstraction-point-hydrological-catchments12,1
dwpa abstraction point hydrological catchments - data.gov.uk,https://www.data.gov.uk/dataset/b8935640-e68c-4e75-8956-fe4a09b441ec/dwpa-abstraction-point-hydrological-catchments,1
dwpa abstraction point hydrological catchments - national data library,https://www.data.gov.uk/dataset/29b0[date]-4cc0-83a8-d6e9c6c36735/dwpa-abstraction-point-hydrological-catchments12,1
dwpa abstraction point hydrological catchments - national data library,https://www.data.gov.uk/dataset/d3bf3d10-f696-4eed-94a7-837b01ccbab2/dwpa-abstraction-point-hydrological-catchments6,1
dynamics (criminal case review commission database for cases) - data.gov.uk,https://www.data.gov.uk/dataset/12ce94ca-625a-[date]-[date]828f/dynamics,1
dynamics client relationship manager - national data library,https://www.data.gov.uk/dataset/7bc65adb-70b0-4b15-8155-e769d9c5d36b/dynamics-client-relationship-manager,1
e-financials - data.gov.uk,https://www.data.gov.uk/dataset/ae2e6e07-b1bd-482a-bed9-65e2b883b515/e-financials,1
e. coli counts of fresh cattle faeces from the north wyke farm platform - data.gov.uk,https://www.data.gov.uk/dataset/87e46c9c-48c7-461a-b690-3fc18c221ef9/e-coli-counts-of-fresh-cattle-faeces-from-the-north-wyke-farm-platform,1
ea hydrological boundaries - data.gov.uk,https://www.data.gov.uk/dataset/f3c1[date]-4731-8eb0-b5f931a86f82/ea-hydrological-boundaries?utm_source=chatgpt.com,1
ea non-native species survey - data.gov.uk,https://www.data.gov.uk/dataset/2a14729d-8cf6-45da-982c-8d9308c11868/ea-non-native-species-survey,1
ealing article 4 directions - data.gov.uk,https://www.data.gov.uk/dataset/542dd8d6-faf2-4f7e-ba08-de3e2fb42897/ealing-article-4-directions,1
early years and childcare statistics - national data library,https://www.data.gov.uk/dataset/c42984c2-e4c1-49d1-82c3-2952fe556300/early-years-and-childcare-statistics,1
early years children's book: derek the dredger - national data library,https://www.data.gov.uk/dataset/608199cf-0bbf-499b-bed3-c2a4cb971461/early-years-childrens-book-derek-the-dredger,1
early years foundation stage profile assessment results - national data library,https://www.data.gov.uk/dataset/1f976ff0-9161-4fe6-b563-f7ffcac4df38/early-years-foundation-stage-profile-assessment-results1,1
early years foundation stage profile attainment by pupil characteristics in schools in england - data.gov.uk,https://www.data.gov.uk/dataset/1d39bed3-03e7-4544-be63-bb3763e03a74/early_years_foundation_stage_profile_attainment_by_pupil_characteristics_in_schools_in_england,1
early years foundation stage profile attainment by pupil characteristics in schools in england - national data library,https://www.data.gov.uk/dataset/1d39bed3-03e7-4544-be63-bb3763e03a74/early_years_foundation_stage_profile_attainment_by_pupil_characteristics_in_schools_in_england,1
early years inspections and outcomes - data.gov.uk,https://www.data.gov.uk/dataset/a5d8a9a0-b4c4-4765-b98c-493db392a4a3/early_years_inspections_and_outcomes,1
"earnings by gender, and full-time/part-time - national data library",https://www.data.gov.uk/dataset/a6a80c04-f0ff-4cf3-8479-23d4918c810d/earnings-by-gender-and-full-time-part-time,1
earnings by industry and occupation - national data library,https://www.data.gov.uk/dataset/a517a345-0a82-4044-a774-b43384b23b6f/earnings-by-industry-and-occupation1,1
earnings data by area - data.gov.uk,https://www.data.gov.uk/dataset/d6a7ff7e-b806-43f8-b66d-dcde5e91cdeb/earnings-data-by-area,1
earth observation data - data.gov.uk,https://www.data.gov.uk/dataset/b9def419-095e-47c1-81d6-bec156ffe3ff/earth-observation-data,1
east and north herts ccg spend over £25000 - national data library,https://www.data.gov.uk/dataset/5b2d994f-848b-4cdc-8890-19e3a22804dc/east-and-north-herts-ccg,1
east devon district council brown fields - national data library,https://www.data.gov.uk/dataset/5da328d5-976d-4a41-a778-3b7460715ea6/east-devon-district-council-brown-fields,1
east devon spend over £500 - data.gov.uk,https://www.data.gov.uk/dataset/03f9f076-0889-4f93-9530-2eff82bda945/east-devon-spend-over-500/,1
